Geography,Geography Code,All usual residents,Access census area explorer
Downshire_East_E1,N20002440,644,Downshire_East_E1 DZ profile
Downshire_East_E2,N20002441,618,Downshire_East_E2 DZ profile
Downshire_East_D3,N20002442,544,Downshire_East_D3 DZ profile
Downshire_East_E3,N20002443,412,Downshire_East_E3 DZ profile
Downshire_East_E4,N20002444,576,Downshire_East_E4 DZ profile
Downshire_East_D4,N20002445,582,Downshire_East_D4 DZ profile
Downshire_East_E5,N20002446,603,Downshire_East_E5 DZ profile
Downshire_East_F1,N20002447,582,Downshire_East_F1 DZ profile
Downshire_East_E6,N20002448,485,Downshire_East_E6 DZ profile
Downshire_East_F2,N20002449,549,Downshire_East_F2 DZ profile
Downshire_East_F3,N20002450,532,Downshire_East_F3 DZ profile
Downshire_East_G1,N20002451,594,Downshire_East_G1 DZ profile
Downshire_East_F4,N20002452,505,Downshire_East_F4 DZ profile
Downshire_East_G2,N20002453,457,Downshire_East_G2 DZ profile
Downshire_East_G3,N20002454,622,Downshire_East_G3 DZ profile
Downshire_East_G4,N20002455,375,Downshire_East_G4 DZ profile
Castlereagh_South_A1,N20002456,667,Castlereagh_South_A1 DZ profile
Castlereagh_South_A2,N20002457,493,Castlereagh_South_A2 DZ profile
Castlereagh_South_B1,N20002458,569,Castlereagh_South_B1 DZ profile
Castlereagh_South_A3,N20002459,492,Castlereagh_South_A3 DZ profile
Castlereagh_South_B2,N20002460,247,Castlereagh_South_B2 DZ profile
Castlereagh_South_C1,N20002461,726,Castlereagh_South_C1 DZ profile
Castlereagh_South_C2,N20002462,480,Castlereagh_South_C2 DZ profile
Castlereagh_South_A4,N20002463,451,Castlereagh_South_A4 DZ profile
Castlereagh_South_B3,N20002464,437,Castlereagh_South_B3 DZ profile
Castlereagh_South_B4,N20002465,425,Castlereagh_South_B4 DZ profile
Castlereagh_South_C3,N20002466,240,Castlereagh_South_C3 DZ profile
Castlereagh_South_B5,N20002467,657,Castlereagh_South_B5 DZ profile
Castlereagh_South_A5,N20002468,557,Castlereagh_South_A5 DZ profile
Castlereagh_South_B6,N20002469,366,Castlereagh_South_B6 DZ profile
Castlereagh_South_C4,N20002470,674,Castlereagh_South_C4 DZ profile
Castlereagh_South_B7,N20002471,412,Castlereagh_South_B7 DZ profile
Castlereagh_South_E1,N20002472,465,Castlereagh_South_E1 DZ profile
Castlereagh_South_D1,N20002473,445,Castlereagh_South_D1 DZ profile
Castlereagh_South_D2,N20002474,714,Castlereagh_South_D2 DZ profile
Castlereagh_South_D3,N20002475,467,Castlereagh_South_D3 DZ profile
Castlereagh_South_E2,N20002476,693,Castlereagh_South_E2 DZ profile
Castlereagh_South_D4,N20002477,409,Castlereagh_South_D4 DZ profile
Castlereagh_South_D5,N20002478,794,Castlereagh_South_D5 DZ profile
Castlereagh_South_E3,N20002479,336,Castlereagh_South_E3 DZ profile
Castlereagh_South_E4,N20002480,613,Castlereagh_South_E4 DZ profile
Castlereagh_South_F1,N20002481,732,Castlereagh_South_F1 DZ profile
Castlereagh_South_E5,N20002482,699,Castlereagh_South_E5 DZ profile
Castlereagh_South_E6,N20002483,813,Castlereagh_South_E6 DZ profile
Castlereagh_South_F2,N20002484,840,Castlereagh_South_F2 DZ profile
Castlereagh_South_J1,N20002485,406,Castlereagh_South_J1 DZ profile
Castlereagh_South_J2,N20002486,266,Castlereagh_South_J2 DZ profile
Castlereagh_South_J3,N20002487,735,Castlereagh_South_J3 DZ profile
Castlereagh_South_J4,N20002488,557,Castlereagh_South_J4 DZ profile
Castlereagh_South_G1,N20002489,338,Castlereagh_South_G1 DZ profile
Castlereagh_South_G2,N20002490,629,Castlereagh_South_G2 DZ profile
Castlereagh_South_G3,N20002491,556,Castlereagh_South_G3 DZ profile
Castlereagh_South_H1,N20002492,349,Castlereagh_South_H1 DZ profile
Castlereagh_South_H2,N20002493,354,Castlereagh_South_H2 DZ profile
Castlereagh_South_H3,N20002494,415,Castlereagh_South_H3 DZ profile
Castlereagh_South_G4,N20002495,664,Castlereagh_South_G4 DZ profile
Castlereagh_South_H4,N20002496,741,Castlereagh_South_H4 DZ profile
Castlereagh_South_H5,N20002497,474,Castlereagh_South_H5 DZ profile
Castlereagh_South_J5,N20002498,402,Castlereagh_South_J5 DZ profile
Castlereagh_South_J6,N20002499,689,Castlereagh_South_J6 DZ profile
Castlereagh_East_A1,N20002500,917,Castlereagh_East_A1 DZ profile
Castlereagh_East_A2,N20002501,504,Castlereagh_East_A2 DZ profile
Castlereagh_East_C1,N20002502,414,Castlereagh_East_C1 DZ profile
Castlereagh_East_C2,N20002503,567,Castlereagh_East_C2 DZ profile
Castlereagh_East_C3,N20002504,303,Castlereagh_East_C3 DZ profile
Castlereagh_East_B1,N20002505,531,Castlereagh_East_B1 DZ profile
Castlereagh_East_C4,N20002506,325,Castlereagh_East_C4 DZ profile
Castlereagh_East_C5,N20002507,227,Castlereagh_East_C5 DZ profile
Castlereagh_East_D1,N20002508,520,Castlereagh_East_D1 DZ profile
Castlereagh_East_B2,N20002509,564,Castlereagh_East_B2 DZ profile
Castlereagh_East_E1,N20002510,344,Castlereagh_East_E1 DZ profile
Castlereagh_East_A3,N20002511,502,Castlereagh_East_A3 DZ profile
Castlereagh_East_E2,N20002512,471,Castlereagh_East_E2 DZ profile
Castlereagh_East_B3,N20002513,356,Castlereagh_East_B3 DZ profile
Castlereagh_East_A4,N20002514,596,Castlereagh_East_A4 DZ profile
Castlereagh_East_B4,N20002515,564,Castlereagh_East_B4 DZ profile
Castlereagh_East_D2,N20002516,584,Castlereagh_East_D2 DZ profile
Castlereagh_East_E3,N20002517,309,Castlereagh_East_E3 DZ profile
Castlereagh_East_B5,N20002518,463,Castlereagh_East_B5 DZ profile
Castlereagh_East_D3,N20002519,300,Castlereagh_East_D3 DZ profile
Castlereagh_East_C6,N20002520,539,Castlereagh_East_C6 DZ profile
Castlereagh_East_F1,N20002521,490,Castlereagh_East_F1 DZ profile
Castlereagh_East_F2,N20002522,370,Castlereagh_East_F2 DZ profile
Castlereagh_East_F3,N20002523,361,Castlereagh_East_F3 DZ profile
Castlereagh_East_D4,N20002524,525,Castlereagh_East_D4 DZ profile
Castlereagh_East_E4,N20002525,368,Castlereagh_East_E4 DZ profile
Castlereagh_East_H1,N20002526,566,Castlereagh_East_H1 DZ profile
Castlereagh_East_F4,N20002527,634,Castlereagh_East_F4 DZ profile
Castlereagh_East_H2,N20002528,344,Castlereagh_East_H2 DZ profile
Castlereagh_East_F5,N20002529,349,Castlereagh_East_F5 DZ profile
Castlereagh_East_E5,N20002530,462,Castlereagh_East_E5 DZ profile
Castlereagh_East_G1,N20002531,324,Castlereagh_East_G1 DZ profile
Castlereagh_East_G2,N20002532,464,Castlereagh_East_G2 DZ profile
Castlereagh_East_H3,N20002533,338,Castlereagh_East_H3 DZ profile
Castlereagh_East_G3,N20002534,541,Castlereagh_East_G3 DZ profile
Castlereagh_East_H4,N20002535,363,Castlereagh_East_H4 DZ profile
Castlereagh_East_G4,N20002536,564,Castlereagh_East_G4 DZ profile
Castlereagh_East_G5,N20002537,330,Castlereagh_East_G5 DZ profile
Castlereagh_East_H5,N20002538,435,Castlereagh_East_H5 DZ profile
Castlereagh_East_H6,N20002539,416,Castlereagh_East_H6 DZ profile
Castlereagh_East_J1,N20002540,431,Castlereagh_East_J1 DZ profile
Castlereagh_East_J2,N20002541,461,Castlereagh_East_J2 DZ profile
Castlereagh_East_J3,N20002542,368,Castlereagh_East_J3 DZ profile
Castlereagh_East_J4,N20002543,264,Castlereagh_East_J4 DZ profile
Castlereagh_East_K1,N20002544,383,Castlereagh_East_K1 DZ profile
Castlereagh_East_K2,N20002545,600,Castlereagh_East_K2 DZ profile
Castlereagh_East_K3,N20002546,611,Castlereagh_East_K3 DZ profile
Castlereagh_East_J5,N20002547,634,Castlereagh_East_J5 DZ profile
Bannside_A1,N20002548,650,Bannside_A1 DZ profile
Bannside_A2,N20002549,560,Bannside_A2 DZ profile
Bannside_C1,N20002550,592,Bannside_C1 DZ profile
Bannside_A3,N20002551,420,Bannside_A3 DZ profile
Bannside_C2,N20002552,457,Bannside_C2 DZ profile
Bannside_C3,N20002553,434,Bannside_C3 DZ profile
Bannside_B1,N20002554,354,Bannside_B1 DZ profile
Bannside_B2,N20002555,511,Bannside_B2 DZ profile
Bannside_B3,N20002556,505,Bannside_B3 DZ profile
Bannside_B4,N20002557,571,Bannside_B4 DZ profile
Bannside_B5,N20002558,340,Bannside_B5 DZ profile
Bannside_B6,N20002559,378,Bannside_B6 DZ profile
Bannside_D1,N20002560,383,Bannside_D1 DZ profile
Bannside_D2,N20002561,431,Bannside_D2 DZ profile
Bannside_D3,N20002562,555,Bannside_D3 DZ profile
Bannside_C4,N20002563,740,Bannside_C4 DZ profile
Bannside_A4,N20002564,664,Bannside_A4 DZ profile
Bannside_E1,N20002565,287,Bannside_E1 DZ profile
Bannside_E2,N20002566,391,Bannside_E2 DZ profile
Bannside_E3,N20002567,561,Bannside_E3 DZ profile
Bannside_E4,N20002568,330,Bannside_E4 DZ profile
Bannside_E5,N20002569,371,Bannside_E5 DZ profile
Bannside_E6,N20002570,422,Bannside_E6 DZ profile
Bannside_F1,N20002571,498,Bannside_F1 DZ profile
Bannside_F2,N20002572,549,Bannside_F2 DZ profile
Bannside_E7,N20002573,491,Bannside_E7 DZ profile
Bannside_F3,N20002574,654,Bannside_F3 DZ profile
Bannside_F4,N20002575,178,Bannside_F4 DZ profile
Bannside_G1,N20002576,567,Bannside_G1 DZ profile
Bannside_H1,N20002577,588,Bannside_H1 DZ profile
Bannside_G2,N20002578,533,Bannside_G2 DZ profile
Bannside_G3,N20002579,559,Bannside_G3 DZ profile
Bannside_H2,N20002580,543,Bannside_H2 DZ profile
Bannside_J1,N20002581,633,Bannside_J1 DZ profile
Bannside_J2,N20002582,629,Bannside_J2 DZ profile
Bannside_H3,N20002583,614,Bannside_H3 DZ profile
Bannside_J3,N20002584,686,Bannside_J3 DZ profile
Bannside_H4,N20002585,607,Bannside_H4 DZ profile
Bannside_J4,N20002586,607,Bannside_J4 DZ profile
Ballymena_A1,N20002587,338,Ballymena_A1 DZ profile
Ballymena_A2,N20002588,568,Ballymena_A2 DZ profile
Ballymena_A3,N20002589,507,Ballymena_A3 DZ profile
Ballymena_D1,N20002590,467,Ballymena_D1 DZ profile
Ballymena_B1,N20002591,366,Ballymena_B1 DZ profile
Ballymena_C1,N20002592,441,Ballymena_C1 DZ profile
Ballymena_D2,N20002593,655,Ballymena_D2 DZ profile
Ballymena_A4,N20002594,510,Ballymena_A4 DZ profile
Ballymena_B2,N20002595,580,Ballymena_B2 DZ profile
Ballymena_C2,N20002596,333,Ballymena_C2 DZ profile
Ballymena_B3,N20002597,393,Ballymena_B3 DZ profile
Ballymena_D3,N20002598,388,Ballymena_D3 DZ profile
Ballymena_B4,N20002599,411,Ballymena_B4 DZ profile
Ballymena_B5,N20002600,561,Ballymena_B5 DZ profile
Ballymena_C3,N20002601,460,Ballymena_C3 DZ profile
Ballymena_C4,N20002602,485,Ballymena_C4 DZ profile
Ballymena_B6,N20002603,607,Ballymena_B6 DZ profile
Ballymena_D4,N20002604,697,Ballymena_D4 DZ profile
Ballymena_C5,N20002605,555,Ballymena_C5 DZ profile
Ballymena_E1,N20002606,738,Ballymena_E1 DZ profile
Ballymena_F1,N20002607,308,Ballymena_F1 DZ profile
Ballymena_C6,N20002608,211,Ballymena_C6 DZ profile
Ballymena_F2,N20002609,404,Ballymena_F2 DZ profile
Ballymena_F3,N20002610,364,Ballymena_F3 DZ profile
Ballymena_E2,N20002611,556,Ballymena_E2 DZ profile
Ballymena_D5,N20002612,505,Ballymena_D5 DZ profile
Ballymena_E3,N20002613,754,Ballymena_E3 DZ profile
Ballymena_G1,N20002614,404,Ballymena_G1 DZ profile
Ballymena_E4,N20002615,559,Ballymena_E4 DZ profile
Ballymena_G2,N20002616,349,Ballymena_G2 DZ profile
Ballymena_G3,N20002617,785,Ballymena_G3 DZ profile
Ballymena_F4,N20002618,413,Ballymena_F4 DZ profile
Ballymena_H1,N20002619,572,Ballymena_H1 DZ profile
Ballymena_G4,N20002620,546,Ballymena_G4 DZ profile
Ballymena_F5,N20002621,426,Ballymena_F5 DZ profile
Ballymena_H2,N20002622,440,Ballymena_H2 DZ profile
Ballymena_F6,N20002623,348,Ballymena_F6 DZ profile
Ballymena_F7,N20002624,444,Ballymena_F7 DZ profile
Ballymena_J1,N20002625,341,Ballymena_J1 DZ profile
Ballymena_H3,N20002626,366,Ballymena_H3 DZ profile
Ballymena_J2,N20002627,225,Ballymena_J2 DZ profile
Ballymena_G5,N20002628,537,Ballymena_G5 DZ profile
Ballymena_J3,N20002629,604,Ballymena_J3 DZ profile
Ballymena_K1,N20002630,327,Ballymena_K1 DZ profile
Ballymena_H4,N20002631,392,Ballymena_H4 DZ profile
Ballymena_H5,N20002632,461,Ballymena_H5 DZ profile
Ballymena_K2,N20002633,487,Ballymena_K2 DZ profile
Ballymena_K3,N20002634,469,Ballymena_K3 DZ profile
Ballymena_K4,N20002635,406,Ballymena_K4 DZ profile
Ballymena_K5,N20002636,280,Ballymena_K5 DZ profile
Ballymena_K6,N20002637,556,Ballymena_K6 DZ profile
Ballymena_K7,N20002638,391,Ballymena_K7 DZ profile
Braid_A1,N20002639,679,Braid_A1 DZ profile
Braid_A2,N20002640,714,Braid_A2 DZ profile
Braid_A3,N20002641,486,Braid_A3 DZ profile
Braid_B1,N20002642,585,Braid_B1 DZ profile
Braid_C1,N20002643,518,Braid_C1 DZ profile
Braid_A4,N20002644,353,Braid_A4 DZ profile
Braid_A5,N20002645,678,Braid_A5 DZ profile
Braid_C2,N20002646,738,Braid_C2 DZ profile
Braid_C3,N20002647,722,Braid_C3 DZ profile
Braid_B2,N20002648,687,Braid_B2 DZ profile
Braid_B3,N20002649,405,Braid_B3 DZ profile
Braid_C4,N20002650,407,Braid_C4 DZ profile
Braid_B4,N20002651,449,Braid_B4 DZ profile
Braid_D1,N20002652,604,Braid_D1 DZ profile
Braid_C5,N20002653,524,Braid_C5 DZ profile
Braid_E1,N20002654,671,Braid_E1 DZ profile
Braid_C6,N20002655,557,Braid_C6 DZ profile
Braid_D2,N20002656,490,Braid_D2 DZ profile
Braid_E2,N20002657,283,Braid_E2 DZ profile
Braid_H1,N20002658,606,Braid_H1 DZ profile
Braid_D3,N20002659,278,Braid_D3 DZ profile
Braid_E3,N20002660,411,Braid_E3 DZ profile
Braid_E4,N20002661,360,Braid_E4 DZ profile
Braid_F1,N20002662,657,Braid_F1 DZ profile
Braid_H2,N20002663,748,Braid_H2 DZ profile
Braid_F2,N20002664,583,Braid_F2 DZ profile
Braid_G1,N20002665,268,Braid_G1 DZ profile
Braid_G2,N20002666,498,Braid_G2 DZ profile
Braid_J1,N20002667,349,Braid_J1 DZ profile
Braid_F3,N20002668,571,Braid_F3 DZ profile
Braid_G3,N20002669,492,Braid_G3 DZ profile
Braid_J2,N20002670,556,Braid_J2 DZ profile
Braid_G4,N20002671,679,Braid_G4 DZ profile
Braid_J3,N20002672,213,Braid_J3 DZ profile
Braid_G5,N20002673,444,Braid_G5 DZ profile
Braid_H3,N20002674,434,Braid_H3 DZ profile
Braid_H4,N20002675,319,Braid_H4 DZ profile
Braid_H5,N20002676,679,Braid_H5 DZ profile
Braid_F4,N20002677,568,Braid_F4 DZ profile
Braid_H6,N20002678,640,Braid_H6 DZ profile
Braid_F5,N20002679,443,Braid_F5 DZ profile
Braid_K1,N20002680,415,Braid_K1 DZ profile
Braid_K2,N20002681,604,Braid_K2 DZ profile
Braid_K3,N20002682,658,Braid_K3 DZ profile
Braid_K4,N20002683,441,Braid_K4 DZ profile
Braid_F6,N20002684,359,Braid_F6 DZ profile
Coast_Road_B1,N20002685,355,Coast_Road_B1 DZ profile
Coast_Road_A1,N20002686,422,Coast_Road_A1 DZ profile
Coast_Road_A2,N20002687,596,Coast_Road_A2 DZ profile
Coast_Road_A3,N20002688,457,Coast_Road_A3 DZ profile
Coast_Road_B2,N20002689,473,Coast_Road_B2 DZ profile
Coast_Road_B3,N20002690,417,Coast_Road_B3 DZ profile
Coast_Road_C1,N20002691,644,Coast_Road_C1 DZ profile
Coast_Road_C2,N20002692,473,Coast_Road_C2 DZ profile
Coast_Road_C3,N20002693,343,Coast_Road_C3 DZ profile
Coast_Road_C4,N20002694,430,Coast_Road_C4 DZ profile
Coast_Road_D1,N20002695,461,Coast_Road_D1 DZ profile
Coast_Road_D2,N20002696,420,Coast_Road_D2 DZ profile
Coast_Road_D3,N20002697,446,Coast_Road_D3 DZ profile
Coast_Road_D4,N20002698,447,Coast_Road_D4 DZ profile
Coast_Road_F1,N20002699,522,Coast_Road_F1 DZ profile
Coast_Road_F2,N20002700,415,Coast_Road_F2 DZ profile
Coast_Road_D5,N20002701,372,Coast_Road_D5 DZ profile
Coast_Road_E1,N20002702,304,Coast_Road_E1 DZ profile
Coast_Road_E2,N20002703,249,Coast_Road_E2 DZ profile
Coast_Road_E3,N20002704,309,Coast_Road_E3 DZ profile
Coast_Road_F3,N20002705,400,Coast_Road_F3 DZ profile
Coast_Road_F4,N20002706,293,Coast_Road_F4 DZ profile
Coast_Road_G1,N20002707,403,Coast_Road_G1 DZ profile
Coast_Road_E4,N20002708,351,Coast_Road_E4 DZ profile
Coast_Road_G2,N20002709,714,Coast_Road_G2 DZ profile
Coast_Road_H1,N20002710,534,Coast_Road_H1 DZ profile
Coast_Road_H2,N20002711,384,Coast_Road_H2 DZ profile
Coast_Road_H3,N20002712,298,Coast_Road_H3 DZ profile
Coast_Road_J1,N20002713,452,Coast_Road_J1 DZ profile
Coast_Road_G3,N20002714,416,Coast_Road_G3 DZ profile
Coast_Road_E5,N20002715,506,Coast_Road_E5 DZ profile
Coast_Road_F5,N20002716,773,Coast_Road_F5 DZ profile
Coast_Road_E6,N20002717,292,Coast_Road_E6 DZ profile
Coast_Road_G4,N20002718,441,Coast_Road_G4 DZ profile
Coast_Road_H4,N20002719,435,Coast_Road_H4 DZ profile
Coast_Road_J2,N20002720,410,Coast_Road_J2 DZ profile
Coast_Road_J3,N20002721,201,Coast_Road_J3 DZ profile
Coast_Road_J4,N20002722,410,Coast_Road_J4 DZ profile
Coast_Road_H5,N20002723,423,Coast_Road_H5 DZ profile
Coast_Road_J5,N20002724,317,Coast_Road_J5 DZ profile
Larne_Lough_A1,N20002725,268,Larne_Lough_A1 DZ profile
Larne_Lough_A2,N20002726,544,Larne_Lough_A2 DZ profile
Larne_Lough_B1,N20002727,429,Larne_Lough_B1 DZ profile
Larne_Lough_A3,N20002728,415,Larne_Lough_A3 DZ profile
Larne_Lough_B2,N20002729,151,Larne_Lough_B2 DZ profile
Larne_Lough_C1,N20002730,441,Larne_Lough_C1 DZ profile
Larne_Lough_C2,N20002731,578,Larne_Lough_C2 DZ profile
Larne_Lough_B3,N20002732,419,Larne_Lough_B3 DZ profile
Larne_Lough_C3,N20002733,438,Larne_Lough_C3 DZ profile
Larne_Lough_B4,N20002734,283,Larne_Lough_B4 DZ profile
Larne_Lough_B5,N20002735,512,Larne_Lough_B5 DZ profile
Larne_Lough_B6,N20002736,389,Larne_Lough_B6 DZ profile
Larne_Lough_C4,N20002737,566,Larne_Lough_C4 DZ profile
Larne_Lough_C5,N20002738,424,Larne_Lough_C5 DZ profile
Larne_Lough_E1,N20002739,615,Larne_Lough_E1 DZ profile
Larne_Lough_C6,N20002740,601,Larne_Lough_C6 DZ profile
Larne_Lough_F1,N20002741,470,Larne_Lough_F1 DZ profile
Larne_Lough_D1,N20002742,846,Larne_Lough_D1 DZ profile
Larne_Lough_E2,N20002743,881,Larne_Lough_E2 DZ profile
Larne_Lough_D2,N20002744,786,Larne_Lough_D2 DZ profile
Larne_Lough_F2,N20002745,526,Larne_Lough_F2 DZ profile
Larne_Lough_D3,N20002746,668,Larne_Lough_D3 DZ profile
Larne_Lough_F3,N20002747,606,Larne_Lough_F3 DZ profile
Larne_Lough_F4,N20002748,459,Larne_Lough_F4 DZ profile
Larne_Lough_G1,N20002749,364,Larne_Lough_G1 DZ profile
Larne_Lough_G2,N20002750,363,Larne_Lough_G2 DZ profile
Larne_Lough_E3,N20002751,568,Larne_Lough_E3 DZ profile
Larne_Lough_G3,N20002752,330,Larne_Lough_G3 DZ profile
Larne_Lough_G4,N20002753,431,Larne_Lough_G4 DZ profile
Larne_Lough_H1,N20002754,296,Larne_Lough_H1 DZ profile
Larne_Lough_J1,N20002755,495,Larne_Lough_J1 DZ profile
Larne_Lough_H2,N20002756,384,Larne_Lough_H2 DZ profile
Larne_Lough_J2,N20002757,489,Larne_Lough_J2 DZ profile
Larne_Lough_F5,N20002758,414,Larne_Lough_F5 DZ profile
Larne_Lough_H3,N20002759,220,Larne_Lough_H3 DZ profile
Larne_Lough_H4,N20002760,466,Larne_Lough_H4 DZ profile
Larne_Lough_J3,N20002761,559,Larne_Lough_J3 DZ profile
Larne_Lough_J4,N20002762,631,Larne_Lough_J4 DZ profile
Carrick_Castle_A1,N20002763,445,Carrick_Castle_A1 DZ profile
Carrick_Castle_A2,N20002764,548,Carrick_Castle_A2 DZ profile
Carrick_Castle_A3,N20002765,589,Carrick_Castle_A3 DZ profile
Carrick_Castle_A4,N20002766,293,Carrick_Castle_A4 DZ profile
Carrick_Castle_B1,N20002767,408,Carrick_Castle_B1 DZ profile
Carrick_Castle_C1,N20002768,836,Carrick_Castle_C1 DZ profile
Carrick_Castle_A5,N20002769,564,Carrick_Castle_A5 DZ profile
Carrick_Castle_C2,N20002770,701,Carrick_Castle_C2 DZ profile
Carrick_Castle_E1,N20002771,326,Carrick_Castle_E1 DZ profile
Carrick_Castle_D1,N20002772,381,Carrick_Castle_D1 DZ profile
Carrick_Castle_D2,N20002773,386,Carrick_Castle_D2 DZ profile
Carrick_Castle_E2,N20002774,762,Carrick_Castle_E2 DZ profile
Carrick_Castle_C3,N20002775,769,Carrick_Castle_C3 DZ profile
Carrick_Castle_D3,N20002776,273,Carrick_Castle_D3 DZ profile
Carrick_Castle_E3,N20002777,425,Carrick_Castle_E3 DZ profile
Carrick_Castle_B2,N20002778,689,Carrick_Castle_B2 DZ profile
Carrick_Castle_B3,N20002779,444,Carrick_Castle_B3 DZ profile
Carrick_Castle_D4,N20002780,564,Carrick_Castle_D4 DZ profile
Carrick_Castle_D5,N20002781,592,Carrick_Castle_D5 DZ profile
Carrick_Castle_E4,N20002782,365,Carrick_Castle_E4 DZ profile
Carrick_Castle_C4,N20002783,383,Carrick_Castle_C4 DZ profile
Carrick_Castle_B4,N20002784,360,Carrick_Castle_B4 DZ profile
Carrick_Castle_F1,N20002785,351,Carrick_Castle_F1 DZ profile
Carrick_Castle_E5,N20002786,505,Carrick_Castle_E5 DZ profile
Carrick_Castle_F2,N20002787,403,Carrick_Castle_F2 DZ profile
Carrick_Castle_F3,N20002788,437,Carrick_Castle_F3 DZ profile
Carrick_Castle_F4,N20002789,510,Carrick_Castle_F4 DZ profile
Carrick_Castle_G1,N20002790,539,Carrick_Castle_G1 DZ profile
Carrick_Castle_F5,N20002791,365,Carrick_Castle_F5 DZ profile
Carrick_Castle_G2,N20002792,460,Carrick_Castle_G2 DZ profile
Carrick_Castle_G3,N20002793,299,Carrick_Castle_G3 DZ profile
Carrick_Castle_H1,N20002794,438,Carrick_Castle_H1 DZ profile
Carrick_Castle_G4,N20002795,495,Carrick_Castle_G4 DZ profile
Carrick_Castle_H2,N20002796,409,Carrick_Castle_H2 DZ profile
Carrick_Castle_H3,N20002797,490,Carrick_Castle_H3 DZ profile
Carrick_Castle_J1,N20002798,391,Carrick_Castle_J1 DZ profile
Carrick_Castle_J2,N20002799,502,Carrick_Castle_J2 DZ profile
Carrick_Castle_J3,N20002800,514,Carrick_Castle_J3 DZ profile
Carrick_Castle_J4,N20002801,214,Carrick_Castle_J4 DZ profile
Knockagh_A1,N20002802,913,Knockagh_A1 DZ profile
Knockagh_B1,N20002803,441,Knockagh_B1 DZ profile
Knockagh_B2,N20002804,621,Knockagh_B2 DZ profile
Knockagh_C1,N20002805,481,Knockagh_C1 DZ profile
Knockagh_C2,N20002806,475,Knockagh_C2 DZ profile
Knockagh_C3,N20002807,281,Knockagh_C3 DZ profile
Knockagh_B3,N20002808,655,Knockagh_B3 DZ profile
Knockagh_A2,N20002809,643,Knockagh_A2 DZ profile
Knockagh_C4,N20002810,419,Knockagh_C4 DZ profile
Knockagh_D1,N20002811,356,Knockagh_D1 DZ profile
Knockagh_F1,N20002812,257,Knockagh_F1 DZ profile
Knockagh_D2,N20002813,466,Knockagh_D2 DZ profile
Knockagh_C5,N20002814,637,Knockagh_C5 DZ profile
Knockagh_D3,N20002815,284,Knockagh_D3 DZ profile
Knockagh_D4,N20002816,344,Knockagh_D4 DZ profile
Knockagh_E1,N20002817,411,Knockagh_E1 DZ profile
Knockagh_E2,N20002818,507,Knockagh_E2 DZ profile
Knockagh_F2,N20002819,556,Knockagh_F2 DZ profile
Knockagh_F3,N20002820,377,Knockagh_F3 DZ profile
Knockagh_E3,N20002821,628,Knockagh_E3 DZ profile
Knockagh_F4,N20002822,582,Knockagh_F4 DZ profile
Knockagh_F5,N20002823,690,Knockagh_F5 DZ profile
Knockagh_F6,N20002824,242,Knockagh_F6 DZ profile
Knockagh_G1,N20002825,722,Knockagh_G1 DZ profile
Knockagh_G2,N20002826,577,Knockagh_G2 DZ profile
Knockagh_G3,N20002827,483,Knockagh_G3 DZ profile
Knockagh_H1,N20002828,376,Knockagh_H1 DZ profile
Knockagh_H2,N20002829,563,Knockagh_H2 DZ profile
Knockagh_J1,N20002830,493,Knockagh_J1 DZ profile
Knockagh_H3,N20002831,311,Knockagh_H3 DZ profile
Knockagh_G4,N20002832,535,Knockagh_G4 DZ profile
Knockagh_H4,N20002833,403,Knockagh_H4 DZ profile
Knockagh_H5,N20002834,347,Knockagh_H5 DZ profile
Knockagh_J2,N20002835,628,Knockagh_J2 DZ profile
Knockagh_J3,N20002836,567,Knockagh_J3 DZ profile
Carntogher_B1,N20002837,414,Carntogher_B1 DZ profile
Carntogher_A1,N20002838,"1,016",Carntogher_A1 DZ profile
Carntogher_B2,N20002839,609,Carntogher_B2 DZ profile
