Census 2021 Data Zone Code,Census 2021 Data Zone Label,Household Deprivation Code,Household Deprivation Label,Count
N20001665,The_Glens_C3,4,Household is deprived in 3 dimensions,18
N20001665,The_Glens_C3,5,Household is deprived in 4 dimensions,1
N20001666,The_Glens_C4,1,Household is not deprived in any dimension,64
N20001666,The_Glens_C4,2,Household is deprived in 1 dimension,75
N20001666,The_Glens_C4,3,Household is deprived in 2 dimensions,46
N20001666,The_Glens_C4,4,Household is deprived in 3 dimensions,15
N20001666,The_Glens_C4,5,Household is deprived in 4 dimensions,0
N20001667,The_Glens_E1,1,Household is not deprived in any dimension,74
N20001667,The_Glens_E1,2,Household is deprived in 1 dimension,62
N20001667,The_Glens_E1,3,Household is deprived in 2 dimensions,32
N20001667,The_Glens_E1,4,Household is deprived in 3 dimensions,8
N20001667,The_Glens_E1,5,Household is deprived in 4 dimensions,1
N20001668,The_Glens_C5,1,Household is not deprived in any dimension,104
N20001668,The_Glens_C5,2,Household is deprived in 1 dimension,73
N20001668,The_Glens_C5,3,Household is deprived in 2 dimensions,36
N20001668,The_Glens_C5,4,Household is deprived in 3 dimensions,14
N20001668,The_Glens_C5,5,Household is deprived in 4 dimensions,3
N20001669,The_Glens_D1,1,Household is not deprived in any dimension,69
N20001669,The_Glens_D1,2,Household is deprived in 1 dimension,62
N20001669,The_Glens_D1,3,Household is deprived in 2 dimensions,43
N20001669,The_Glens_D1,4,Household is deprived in 3 dimensions,18
N20001669,The_Glens_D1,5,Household is deprived in 4 dimensions,6
N20001670,The_Glens_D2,1,Household is not deprived in any dimension,55
N20001670,The_Glens_D2,2,Household is deprived in 1 dimension,43
N20001670,The_Glens_D2,3,Household is deprived in 2 dimensions,24
N20001670,The_Glens_D2,4,Household is deprived in 3 dimensions,7
N20001670,The_Glens_D2,5,Household is deprived in 4 dimensions,0
N20001671,The_Glens_D3,1,Household is not deprived in any dimension,51
N20001671,The_Glens_D3,2,Household is deprived in 1 dimension,44
N20001671,The_Glens_D3,3,Household is deprived in 2 dimensions,50
N20001671,The_Glens_D3,4,Household is deprived in 3 dimensions,27
N20001671,The_Glens_D3,5,Household is deprived in 4 dimensions,5
N20001672,The_Glens_D4,1,Household is not deprived in any dimension,81
N20001672,The_Glens_D4,2,Household is deprived in 1 dimension,77
N20001672,The_Glens_D4,3,Household is deprived in 2 dimensions,45
N20001672,The_Glens_D4,4,Household is deprived in 3 dimensions,28
N20001672,The_Glens_D4,5,Household is deprived in 4 dimensions,1
N20001673,The_Glens_E2,1,Household is not deprived in any dimension,106
N20001673,The_Glens_E2,2,Household is deprived in 1 dimension,60
N20001673,The_Glens_E2,3,Household is deprived in 2 dimensions,42
N20001673,The_Glens_E2,4,Household is deprived in 3 dimensions,9
N20001673,The_Glens_E2,5,Household is deprived in 4 dimensions,0
N20001674,The_Glens_F1,1,Household is not deprived in any dimension,102
N20001674,The_Glens_F1,2,Household is deprived in 1 dimension,66
N20001674,The_Glens_F1,3,Household is deprived in 2 dimensions,45
N20001674,The_Glens_F1,4,Household is deprived in 3 dimensions,17
N20001674,The_Glens_F1,5,Household is deprived in 4 dimensions,0
N20001675,The_Glens_E3,1,Household is not deprived in any dimension,84
N20001675,The_Glens_E3,2,Household is deprived in 1 dimension,78
N20001675,The_Glens_E3,3,Household is deprived in 2 dimensions,36
N20001675,The_Glens_E3,4,Household is deprived in 3 dimensions,16
N20001675,The_Glens_E3,5,Household is deprived in 4 dimensions,0
N20001676,The_Glens_F2,1,Household is not deprived in any dimension,75
N20001676,The_Glens_F2,2,Household is deprived in 1 dimension,66
N20001676,The_Glens_F2,3,Household is deprived in 2 dimensions,43
N20001676,The_Glens_F2,4,Household is deprived in 3 dimensions,16
N20001676,The_Glens_F2,5,Household is deprived in 4 dimensions,2
N20001677,The_Glens_E4,1,Household is not deprived in any dimension,46
N20001677,The_Glens_E4,2,Household is deprived in 1 dimension,52
N20001677,The_Glens_E4,3,Household is deprived in 2 dimensions,39
N20001677,The_Glens_E4,4,Household is deprived in 3 dimensions,11
N20001677,The_Glens_E4,5,Household is deprived in 4 dimensions,1
N20001678,The_Glens_F3,1,Household is not deprived in any dimension,75
N20001678,The_Glens_F3,2,Household is deprived in 1 dimension,66
N20001678,The_Glens_F3,3,Household is deprived in 2 dimensions,34
N20001678,The_Glens_F3,4,Household is deprived in 3 dimensions,9
N20001678,The_Glens_F3,5,Household is deprived in 4 dimensions,0
N20001679,The_Glens_G1,1,Household is not deprived in any dimension,53
N20001679,The_Glens_G1,2,Household is deprived in 1 dimension,43
N20001679,The_Glens_G1,3,Household is deprived in 2 dimensions,29
N20001679,The_Glens_G1,4,Household is deprived in 3 dimensions,13
N20001679,The_Glens_G1,5,Household is deprived in 4 dimensions,2
N20001680,The_Glens_G2,1,Household is not deprived in any dimension,104
N20001680,The_Glens_G2,2,Household is deprived in 1 dimension,71
N20001680,The_Glens_G2,3,Household is deprived in 2 dimensions,34
N20001680,The_Glens_G2,4,Household is deprived in 3 dimensions,7
N20001680,The_Glens_G2,5,Household is deprived in 4 dimensions,0
N20001681,The_Glens_F4,1,Household is not deprived in any dimension,84
N20001681,The_Glens_F4,2,Household is deprived in 1 dimension,58
N20001681,The_Glens_F4,3,Household is deprived in 2 dimensions,32
N20001681,The_Glens_F4,4,Household is deprived in 3 dimensions,8
N20001681,The_Glens_F4,5,Household is deprived in 4 dimensions,1
N20001682,The_Glens_G3,1,Household is not deprived in any dimension,67
N20001682,The_Glens_G3,2,Household is deprived in 1 dimension,57
N20001682,The_Glens_G3,3,Household is deprived in 2 dimensions,31
N20001682,The_Glens_G3,4,Household is deprived in 3 dimensions,11
N20001682,The_Glens_G3,5,Household is deprived in 4 dimensions,2
N20001683,The_Glens_F5,1,Household is not deprived in any dimension,98
N20001683,The_Glens_F5,2,Household is deprived in 1 dimension,99
N20001683,The_Glens_F5,3,Household is deprived in 2 dimensions,58
N20001683,The_Glens_F5,4,Household is deprived in 3 dimensions,12
N20001683,The_Glens_F5,5,Household is deprived in 4 dimensions,1
N20001684,The_Glens_G4,1,Household is not deprived in any dimension,126
N20001684,The_Glens_G4,2,Household is deprived in 1 dimension,87
N20001684,The_Glens_G4,3,Household is deprived in 2 dimensions,37
N20001684,The_Glens_G4,4,Household is deprived in 3 dimensions,5
N20001684,The_Glens_G4,5,Household is deprived in 4 dimensions,0
N20001685,Ballymoney_A1,1,Household is not deprived in any dimension,92
N20001685,Ballymoney_A1,2,Household is deprived in 1 dimension,87
N20001685,Ballymoney_A1,3,Household is deprived in 2 dimensions,45
N20001685,Ballymoney_A1,4,Household is deprived in 3 dimensions,27
N20001685,Ballymoney_A1,5,Household is deprived in 4 dimensions,1
N20001686,Ballymoney_C1,1,Household is not deprived in any dimension,122
N20001686,Ballymoney_C1,2,Household is deprived in 1 dimension,97
N20001686,Ballymoney_C1,3,Household is deprived in 2 dimensions,31
N20001686,Ballymoney_C1,4,Household is deprived in 3 dimensions,5
N20001686,Ballymoney_C1,5,Household is deprived in 4 dimensions,0
N20001687,Ballymoney_B1,1,Household is not deprived in any dimension,118
N20001687,Ballymoney_B1,2,Household is deprived in 1 dimension,53
N20001687,Ballymoney_B1,3,Household is deprived in 2 dimensions,44
N20001687,Ballymoney_B1,4,Household is deprived in 3 dimensions,12
N20001687,Ballymoney_B1,5,Household is deprived in 4 dimensions,0
N20001688,Ballymoney_B2,1,Household is not deprived in any dimension,86
N20001688,Ballymoney_B2,2,Household is deprived in 1 dimension,41
N20001688,Ballymoney_B2,3,Household is deprived in 2 dimensions,35
N20001688,Ballymoney_B2,4,Household is deprived in 3 dimensions,4
N20001688,Ballymoney_B2,5,Household is deprived in 4 dimensions,0
N20001689,Ballymoney_C2,1,Household is not deprived in any dimension,103
N20001689,Ballymoney_C2,2,Household is deprived in 1 dimension,96
N20001689,Ballymoney_C2,3,Household is deprived in 2 dimensions,45
N20001689,Ballymoney_C2,4,Household is deprived in 3 dimensions,6
N20001689,Ballymoney_C2,5,Household is deprived in 4 dimensions,0
N20001690,Ballymoney_B3,1,Household is not deprived in any dimension,42
N20001690,Ballymoney_B3,2,Household is deprived in 1 dimension,39
N20001690,Ballymoney_B3,3,Household is deprived in 2 dimensions,52
N20001690,Ballymoney_B3,4,Household is deprived in 3 dimensions,25
N20001690,Ballymoney_B3,5,Household is deprived in 4 dimensions,0
N20001691,Ballymoney_C3,1,Household is not deprived in any dimension,57
N20001691,Ballymoney_C3,2,Household is deprived in 1 dimension,72
N20001691,Ballymoney_C3,3,Household is deprived in 2 dimensions,36
N20001691,Ballymoney_C3,4,Household is deprived in 3 dimensions,14
N20001691,Ballymoney_C3,5,Household is deprived in 4 dimensions,0
N20001692,Ballymoney_B4,1,Household is not deprived in any dimension,120
N20001692,Ballymoney_B4,2,Household is deprived in 1 dimension,75
N20001692,Ballymoney_B4,3,Household is deprived in 2 dimensions,46
N20001692,Ballymoney_B4,4,Household is deprived in 3 dimensions,3
N20001692,Ballymoney_B4,5,Household is deprived in 4 dimensions,0
N20001693,Ballymoney_D1,1,Household is not deprived in any dimension,48
N20001693,Ballymoney_D1,2,Household is deprived in 1 dimension,79
N20001693,Ballymoney_D1,3,Household is deprived in 2 dimensions,81
N20001693,Ballymoney_D1,4,Household is deprived in 3 dimensions,57
N20001693,Ballymoney_D1,5,Household is deprived in 4 dimensions,12
N20001694,Ballymoney_D2,1,Household is not deprived in any dimension,42
N20001694,Ballymoney_D2,2,Household is deprived in 1 dimension,39
N20001694,Ballymoney_D2,3,Household is deprived in 2 dimensions,47
N20001694,Ballymoney_D2,4,Household is deprived in 3 dimensions,12
N20001694,Ballymoney_D2,5,Household is deprived in 4 dimensions,4
N20001695,Ballymoney_B5,1,Household is not deprived in any dimension,43
N20001695,Ballymoney_B5,2,Household is deprived in 1 dimension,60
N20001695,Ballymoney_B5,3,Household is deprived in 2 dimensions,62
N20001695,Ballymoney_B5,4,Household is deprived in 3 dimensions,27
N20001695,Ballymoney_B5,5,Household is deprived in 4 dimensions,4
N20001696,Ballymoney_E1,1,Household is not deprived in any dimension,130
N20001696,Ballymoney_E1,2,Household is deprived in 1 dimension,60
N20001696,Ballymoney_E1,3,Household is deprived in 2 dimensions,38
N20001696,Ballymoney_E1,4,Household is deprived in 3 dimensions,7
N20001696,Ballymoney_E1,5,Household is deprived in 4 dimensions,0
N20001697,Ballymoney_E2,1,Household is not deprived in any dimension,83
N20001697,Ballymoney_E2,2,Household is deprived in 1 dimension,65
N20001697,Ballymoney_E2,3,Household is deprived in 2 dimensions,32
N20001697,Ballymoney_E2,4,Household is deprived in 3 dimensions,5
N20001697,Ballymoney_E2,5,Household is deprived in 4 dimensions,0
N20001698,Ballymoney_D3,1,Household is not deprived in any dimension,59
N20001698,Ballymoney_D3,2,Household is deprived in 1 dimension,81
N20001698,Ballymoney_D3,3,Household is deprived in 2 dimensions,67
N20001698,Ballymoney_D3,4,Household is deprived in 3 dimensions,26
N20001698,Ballymoney_D3,5,Household is deprived in 4 dimensions,9
N20001699,Ballymoney_C4,1,Household is not deprived in any dimension,86
N20001699,Ballymoney_C4,2,Household is deprived in 1 dimension,82
N20001699,Ballymoney_C4,3,Household is deprived in 2 dimensions,27
N20001699,Ballymoney_C4,4,Household is deprived in 3 dimensions,4
N20001699,Ballymoney_C4,5,Household is deprived in 4 dimensions,0
N20001700,Ballymoney_D4,1,Household is not deprived in any dimension,43
N20001700,Ballymoney_D4,2,Household is deprived in 1 dimension,67
N20001700,Ballymoney_D4,3,Household is deprived in 2 dimensions,75
N20001700,Ballymoney_D4,4,Household is deprived in 3 dimensions,58
N20001700,Ballymoney_D4,5,Household is deprived in 4 dimensions,6
N20001701,Ballymoney_E3,1,Household is not deprived in any dimension,30
N20001701,Ballymoney_E3,2,Household is deprived in 1 dimension,50
N20001701,Ballymoney_E3,3,Household is deprived in 2 dimensions,68
N20001701,Ballymoney_E3,4,Household is deprived in 3 dimensions,44
N20001701,Ballymoney_E3,5,Household is deprived in 4 dimensions,3
N20001702,Ballymoney_F1,1,Household is not deprived in any dimension,128
N20001702,Ballymoney_F1,2,Household is deprived in 1 dimension,92
N20001702,Ballymoney_F1,3,Household is deprived in 2 dimensions,62
N20001702,Ballymoney_F1,4,Household is deprived in 3 dimensions,14
N20001702,Ballymoney_F1,5,Household is deprived in 4 dimensions,1
N20001703,Ballymoney_D5,1,Household is not deprived in any dimension,23
N20001703,Ballymoney_D5,2,Household is deprived in 1 dimension,37
N20001703,Ballymoney_D5,3,Household is deprived in 2 dimensions,31
N20001703,Ballymoney_D5,4,Household is deprived in 3 dimensions,16
N20001703,Ballymoney_D5,5,Household is deprived in 4 dimensions,0
N20001704,Ballymoney_E4,1,Household is not deprived in any dimension,34
N20001704,Ballymoney_E4,2,Household is deprived in 1 dimension,41
N20001704,Ballymoney_E4,3,Household is deprived in 2 dimensions,54
N20001704,Ballymoney_E4,4,Household is deprived in 3 dimensions,23
N20001704,Ballymoney_E4,5,Household is deprived in 4 dimensions,1
N20001705,Ballymoney_A2,1,Household is not deprived in any dimension,67
N20001705,Ballymoney_A2,2,Household is deprived in 1 dimension,62
N20001705,Ballymoney_A2,3,Household is deprived in 2 dimensions,48
N20001705,Ballymoney_A2,4,Household is deprived in 3 dimensions,12
N20001705,Ballymoney_A2,5,Household is deprived in 4 dimensions,0
N20001706,Ballymoney_E5,1,Household is not deprived in any dimension,48
N20001706,Ballymoney_E5,2,Household is deprived in 1 dimension,61
N20001706,Ballymoney_E5,3,Household is deprived in 2 dimensions,72
N20001706,Ballymoney_E5,4,Household is deprived in 3 dimensions,29
N20001706,Ballymoney_E5,5,Household is deprived in 4 dimensions,7
N20001707,Ballymoney_A3,1,Household is not deprived in any dimension,43
N20001707,Ballymoney_A3,2,Household is deprived in 1 dimension,57
N20001707,Ballymoney_A3,3,Household is deprived in 2 dimensions,61
N20001707,Ballymoney_A3,4,Household is deprived in 3 dimensions,23
