Census 2021 Data Zone Code,Census 2021 Data Zone Label,Household Deprivation Code,Household Deprivation Label,Count
N20001572,Coleraine_E4,1,Household is not deprived in any dimension,66
N20001572,Coleraine_E4,2,Household is deprived in 1 dimension,65
N20001572,Coleraine_E4,3,Household is deprived in 2 dimensions,41
N20001572,Coleraine_E4,4,Household is deprived in 3 dimensions,27
N20001572,Coleraine_E4,5,Household is deprived in 4 dimensions,2
N20001573,Coleraine_F3,1,Household is not deprived in any dimension,78
N20001573,Coleraine_F3,2,Household is deprived in 1 dimension,87
N20001573,Coleraine_F3,3,Household is deprived in 2 dimensions,47
N20001573,Coleraine_F3,4,Household is deprived in 3 dimensions,11
N20001573,Coleraine_F3,5,Household is deprived in 4 dimensions,0
N20001574,Coleraine_G2,1,Household is not deprived in any dimension,38
N20001574,Coleraine_G2,2,Household is deprived in 1 dimension,99
N20001574,Coleraine_G2,3,Household is deprived in 2 dimensions,87
N20001574,Coleraine_G2,4,Household is deprived in 3 dimensions,45
N20001574,Coleraine_G2,5,Household is deprived in 4 dimensions,4
N20001575,Coleraine_G3,1,Household is not deprived in any dimension,43
N20001575,Coleraine_G3,2,Household is deprived in 1 dimension,65
N20001575,Coleraine_G3,3,Household is deprived in 2 dimensions,46
N20001575,Coleraine_G3,4,Household is deprived in 3 dimensions,31
N20001575,Coleraine_G3,5,Household is deprived in 4 dimensions,6
N20001576,Coleraine_G4,1,Household is not deprived in any dimension,88
N20001576,Coleraine_G4,2,Household is deprived in 1 dimension,55
N20001576,Coleraine_G4,3,Household is deprived in 2 dimensions,43
N20001576,Coleraine_G4,4,Household is deprived in 3 dimensions,7
N20001576,Coleraine_G4,5,Household is deprived in 4 dimensions,0
N20001577,Coleraine_H1,1,Household is not deprived in any dimension,58
N20001577,Coleraine_H1,2,Household is deprived in 1 dimension,45
N20001577,Coleraine_H1,3,Household is deprived in 2 dimensions,17
N20001577,Coleraine_H1,4,Household is deprived in 3 dimensions,2
N20001577,Coleraine_H1,5,Household is deprived in 4 dimensions,0
N20001578,Coleraine_G5,1,Household is not deprived in any dimension,32
N20001578,Coleraine_G5,2,Household is deprived in 1 dimension,42
N20001578,Coleraine_G5,3,Household is deprived in 2 dimensions,48
N20001578,Coleraine_G5,4,Household is deprived in 3 dimensions,38
N20001578,Coleraine_G5,5,Household is deprived in 4 dimensions,2
N20001579,Coleraine_G6,1,Household is not deprived in any dimension,32
N20001579,Coleraine_G6,2,Household is deprived in 1 dimension,47
N20001579,Coleraine_G6,3,Household is deprived in 2 dimensions,34
N20001579,Coleraine_G6,4,Household is deprived in 3 dimensions,23
N20001579,Coleraine_G6,5,Household is deprived in 4 dimensions,1
N20001580,Coleraine_F4,1,Household is not deprived in any dimension,105
N20001580,Coleraine_F4,2,Household is deprived in 1 dimension,63
N20001580,Coleraine_F4,3,Household is deprived in 2 dimensions,30
N20001580,Coleraine_F4,4,Household is deprived in 3 dimensions,5
N20001580,Coleraine_F4,5,Household is deprived in 4 dimensions,0
N20001581,Coleraine_F5,1,Household is not deprived in any dimension,54
N20001581,Coleraine_F5,2,Household is deprived in 1 dimension,70
N20001581,Coleraine_F5,3,Household is deprived in 2 dimensions,66
N20001581,Coleraine_F5,4,Household is deprived in 3 dimensions,21
N20001581,Coleraine_F5,5,Household is deprived in 4 dimensions,4
N20001582,Coleraine_H2,1,Household is not deprived in any dimension,75
N20001582,Coleraine_H2,2,Household is deprived in 1 dimension,65
N20001582,Coleraine_H2,3,Household is deprived in 2 dimensions,25
N20001582,Coleraine_H2,4,Household is deprived in 3 dimensions,2
N20001582,Coleraine_H2,5,Household is deprived in 4 dimensions,0
N20001583,Coleraine_J1,1,Household is not deprived in any dimension,94
N20001583,Coleraine_J1,2,Household is deprived in 1 dimension,71
N20001583,Coleraine_J1,3,Household is deprived in 2 dimensions,28
N20001583,Coleraine_J1,4,Household is deprived in 3 dimensions,5
N20001583,Coleraine_J1,5,Household is deprived in 4 dimensions,0
N20001584,Coleraine_J2,1,Household is not deprived in any dimension,78
N20001584,Coleraine_J2,2,Household is deprived in 1 dimension,65
N20001584,Coleraine_J2,3,Household is deprived in 2 dimensions,26
N20001584,Coleraine_J2,4,Household is deprived in 3 dimensions,1
N20001584,Coleraine_J2,5,Household is deprived in 4 dimensions,1
N20001585,Coleraine_K1,1,Household is not deprived in any dimension,97
N20001585,Coleraine_K1,2,Household is deprived in 1 dimension,57
N20001585,Coleraine_K1,3,Household is deprived in 2 dimensions,34
N20001585,Coleraine_K1,4,Household is deprived in 3 dimensions,7
N20001585,Coleraine_K1,5,Household is deprived in 4 dimensions,0
N20001586,Coleraine_H3,1,Household is not deprived in any dimension,85
N20001586,Coleraine_H3,2,Household is deprived in 1 dimension,70
N20001586,Coleraine_H3,3,Household is deprived in 2 dimensions,31
N20001586,Coleraine_H3,4,Household is deprived in 3 dimensions,5
N20001586,Coleraine_H3,5,Household is deprived in 4 dimensions,1
N20001587,Coleraine_K2,1,Household is not deprived in any dimension,161
N20001587,Coleraine_K2,2,Household is deprived in 1 dimension,76
N20001587,Coleraine_K2,3,Household is deprived in 2 dimensions,27
N20001587,Coleraine_K2,4,Household is deprived in 3 dimensions,3
N20001587,Coleraine_K2,5,Household is deprived in 4 dimensions,0
N20001588,Coleraine_J3,1,Household is not deprived in any dimension,65
N20001588,Coleraine_J3,2,Household is deprived in 1 dimension,55
N20001588,Coleraine_J3,3,Household is deprived in 2 dimensions,32
N20001588,Coleraine_J3,4,Household is deprived in 3 dimensions,13
N20001588,Coleraine_J3,5,Household is deprived in 4 dimensions,0
N20001589,Coleraine_J4,1,Household is not deprived in any dimension,98
N20001589,Coleraine_J4,2,Household is deprived in 1 dimension,113
N20001589,Coleraine_J4,3,Household is deprived in 2 dimensions,68
N20001589,Coleraine_J4,4,Household is deprived in 3 dimensions,8
N20001589,Coleraine_J4,5,Household is deprived in 4 dimensions,1
N20001590,Coleraine_H4,1,Household is not deprived in any dimension,80
